,hour,day_of_week,casualties,accident_cause,vehicles_involved,vehicle_type,driver_age,accident_area,driving_experience,lanes
6344,15,3,0,7,1,5,0,4,2,0
6345,20,1,0,16,2,5,1,5,1,4
6346,7,0,0,4,1,0,0,8,2,2
6347,15,1,1,12,1,14,4,8,3,2
6348,10,4,0,4,1,0,1,4,2,4
6349,13,3,1,10,1,5,1,0,3,2
6350,14,0,0,10,1,0,2,4,2,1
6351,21,2,0,10,2,9,4,8,2,2
6352,16,3,0,1,0,3,1,5,2,4
6353,15,2,0,10,0,7,0,5,2,4
6354,17,3,1,11,1,10,3,5,2,4
6355,16,6,0,16,2,5,1,4,4,2
6356,16,3,5,0,2,10,3,8,2,2
6357,17,2,1,3,1,14,0,4,2,2
6358,17,2,0,1,0,5,1,0,1,4
6359,11,3,0,10,1,5,1,11,2,0
6360,9,2,0,17,1,0,1,5,1,6
6361,16,1,5,10,1,0,3,8,0,4
6362,17,5,1,11,1,0,1,8,2,6
6363,12,2,0,7,0,8,0,5,3,2
6364,13,4,0,16,1,0,0,4,1,4
6365,12,0,1,9,2,11,2,4,3,4
6366,22,1,0,9,1,14,3,0,2,4
6367,15,0,1,10,1,4,2,4,3,3
6368,4,1,0,0,0,7,0,4,4,2
6369,0,0,0,5,1,8,1,8,1,6
6370,17,5,0,12,1,11,0,4,2,2
6371,2,4,0,12,0,0,1,8,4,0
6372,17,5,1,10,1,0,3,8,2,6
6373,18,6,1,10,1,4,3,4,2,2
6374,8,3,0,0,1,14,1,5,1,2
6375,22,4,0,2,1,5,1,4,0,0
6376,14,1,0,16,1,14,4,4,2,4
6377,23,6,2,9,1,0,2,8,2,0
6378,18,3,0,5,1,0,1,8,2,6
6379,7,0,0,10,1,14,0,5,6,2
6380,21,6,0,3,1,0,1,5,4,0
6381,17,1,0,1,3,10,1,4,1,2
6382,10,6,0,5,1,0,1,5,0,2
6383,23,0,1,1,1,5,1,4,4,4
6384,19,3,0,0,1,0,4,4,3,2
6385,20,5,0,16,0,4,0,11,0,6
6386,12,5,0,12,1,15,1,11,2,6
6387,9,0,0,1,2,11,1,2,4,4
6388,17,3,0,12,1,7,2,5,4,6
6389,10,2,3,1,1,14,1,5,0,4
6390,17,6,0,10,1,0,4,0,0,6
6391,14,1,0,0,1,8,3,2,2,2
6392,14,2,0,16,2,11,0,5,1,1
6393,17,3,0,1,1,7,2,8,2,2
6394,13,2,0,11,1,9,0,4,2,4
6395,13,4,1,10,1,8,0,0,0,4
6396,17,2,0,3,0,15,2,5,2,2
6397,19,6,0,10,1,0,0,5,4,2
6398,6,0,0,1,1,0,0,7,3,1
6399,21,2,0,3,2,14,0,4,4,0
6400,15,3,0,11,1,11,1,1,0,2
6401,14,6,1,0,1,7,2,4,3,2
6402,11,4,3,16,0,0,1,4,2,4
6403,23,2,1,10,1,5,1,4,2,0
6404,19,1,0,10,1,7,1,4,3,2
6405,0,3,0,9,1,14,4,8,0,4
6406,8,4,1,7,1,7,1,8,2,2
6407,16,5,0,0,1,9,1,5,3,1
6408,8,4,0,11,1,0,0,6,3,4
6409,18,6,2,3,1,15,1,5,2,2
6410,14,2,0,9,1,11,2,5,2,0
6411,22,1,0,7,1,0,0,4,1,2
6412,14,2,0,10,1,5,0,5,1,2
6413,17,2,0,10,1,8,2,5,3,2
6414,14,6,0,0,2,5,1,6,2,4
6415,18,4,2,3,3,10,1,7,3,4
6416,18,6,3,1,1,5,1,2,1,1
6417,20,0,0,3,0,8,1,5,3,0
6418,15,5,1,12,1,0,1,4,2,2
6419,12,5,2,12,1,10,0,5,3,2
6420,12,4,1,0,1,7,1,5,1,0
6421,8,1,0,13,1,4,1,4,2,4
6422,10,4,1,1,1,6,2,8,3,4
6423,11,6,1,0,1,5,2,4,3,4
6424,18,2,0,3,1,0,0,4,4,4
6425,14,2,0,12,0,7,1,4,0,1
6426,22,4,0,12,1,5,0,5,1,2
6427,20,0,2,1,0,5,4,11,2,2
6428,17,3,1,3,0,5,1,12,1,6
6429,12,1,0,0,1,5,3,8,2,4
6430,15,0,1,12,1,10,0,5,3,4
6431,11,2,0,11,1,4,2,7,2,4
6432,19,6,0,0,1,9,2,4,2,2
6433,16,2,0,1,1,0,3,11,3,4
6434,17,3,0,12,1,10,1,5,3,2
6435,11,2,2,10,2,7,2,4,1,4
6436,8,4,0,11,1,0,4,4,3,6
6437,5,0,0,17,1,5,0,4,4,1
6438,14,2,0,0,1,0,1,4,2,4
6439,14,6,1,1,1,0,0,5,4,1
6440,20,5,0,19,1,0,4,5,3,6
6441,13,1,4,12,2,10,1,7,0,4
6442,16,6,0,3,1,5,2,8,1,1
6443,22,2,0,0,0,0,4,4,1,2
6444,16,0,0,9,1,4,0,5,1,2
6445,14,2,1,16,1,5,1,8,1,1
6446,8,4,1,12,1,7,0,8,1,2
6447,18,5,0,1,1,7,4,5,3,4
6448,17,1,1,11,1,0,1,5,2,4
6449,19,4,0,10,1,0,4,4,2,2
6450,13,5,0,1,1,7,0,4,1,5
6451,16,1,0,10,1,5,0,0,4,2
6452,2,2,0,3,1,0,1,5,1,2
6453,10,4,2,1,1,0,1,5,2,4
6454,6,5,0,10,0,0,1,4,3,2
6455,7,6,1,1,2,8,0,4,3,2
6456,14,3,2,12,2,0,1,4,2,2
6457,13,2,0,3,1,0,1,5,0,2
6458,17,6,0,11,1,5,1,2,1,4
6459,14,6,1,10,2,0,2,7,6,6
6460,22,0,0,2,0,0,4,9,1,4
6461,7,6,0,0,3,14,0,4,0,4
6462,16,2,1,1,1,0,1,11,2,2
6463,10,5,0,0,1,5,2,5,2,2
6464,9,6,1,10,1,0,1,0,1,4
6465,9,1,0,5,2,10,4,8,0,2
6466,14,5,0,12,2,15,2,8,2,4
6467,18,1,0,5,1,14,1,5,4,2
6468,19,3,0,10,0,9,4,4,2,6
6469,15,1,0,7,0,0,0,5,2,4
6470,19,4,3,1,2,13,3,8,5,2
6471,15,1,0,10,0,0,1,8,2,6
6472,18,2,0,3,0,9,1,5,2,2
6473,18,6,1,10,1,0,0,4,1,0
6474,22,6,0,7,0,5,2,11,2,6
6475,18,5,0,12,0,5,1,7,0,2
6476,16,0,0,12,1,0,4,5,2,1
6477,10,3,1,3,1,7,0,5,2,6
6478,11,6,0,12,1,5,1,4,2,2
6479,10,3,2,0,1,5,2,7,3,4
6480,17,4,1,1,1,7,2,0,3,2
6481,11,1,0,10,1,0,0,5,2,4
6482,15,2,2,0,1,6,1,4,5,2
6483,16,1,0,1,2,9,0,5,3,6
6484,11,1,0,13,2,14,4,8,2,2
6485,16,4,0,10,1,8,1,8,2,2
6486,20,2,2,1,2,0,0,8,2,2
6487,17,0,1,3,1,6,1,4,2,2
6488,15,1,0,1,3,8,0,8,0,2
6489,21,2,1,0,1,0,0,0,2,4
6490,19,4,0,17,1,0,3,5,2,2
6491,8,3,0,10,1,5,1,8,3,4
6492,11,5,0,9,0,5,0,4,4,2
6493,17,6,0,10,1,0,4,8,4,1
6494,19,6,0,1,2,0,0,8,4,2
6495,6,0,0,3,1,9,1,4,4,4
6496,17,6,0,10,0,14,1,5,2,4
6497,18,2,0,1,0,7,2,11,1,2
6498,17,5,0,9,1,0,1,4,2,4
6499,19,2,0,10,1,0,1,5,0,4
6500,22,0,0,1,1,0,4,8,1,6
6501,18,3,0,9,1,0,0,6,3,2
6502,7,4,0,5,1,5,0,5,3,4
6503,22,3,4,0,1,0,0,4,2,2
6504,13,2,1,3,1,8,0,5,2,1
6505,20,3,1,14,1,14,2,8,2,2
6506,11,3,0,16,1,0,0,8,0,2
6507,19,5,0,1,1,0,2,8,4,6
6508,9,0,2,16,2,4,3,4,0,2
6509,8,5,0,0,1,0,1,8,4,4
6510,15,4,1,1,1,4,3,5,1,2
6511,10,4,0,12,1,7,0,4,3,2
6512,13,3,0,0,2,5,0,8,1,1
6513,14,2,0,11,1,0,1,4,5,4
6514,8,5,0,10,0,0,2,5,0,0
6515,9,0,2,13,1,10,1,8,3,0
6516,12,2,0,10,0,15,4,5,2,2
6517,10,1,0,0,1,8,4,6,2,6
6518,16,5,1,7,0,7,0,6,0,6
6519,23,3,0,1,1,7,1,4,0,2
6520,15,5,1,0,2,0,2,4,3,2
6521,6,5,0,10,1,7,0,4,4,2
6522,6,0,0,0,1,0,1,0,3,2
6523,6,3,0,0,1,9,1,5,2,2
6524,1,1,0,10,1,0,3,0,1,2
6525,19,1,2,1,2,0,2,5,1,1
6526,18,3,1,12,2,5,1,5,2,6
6527,18,1,0,10,0,14,0,4,0,2
6528,18,5,0,2,1,0,0,4,2,1
6529,8,6,0,3,1,15,2,5,2,4
6530,21,5,1,5,1,15,0,4,2,4
6531,12,5,0,16,1,6,1,8,2,4
6532,23,2,4,1,1,0,2,4,2,2
6533,15,0,0,4,1,0,4,4,4,2
6534,8,5,2,0,1,3,1,5,2,2
6535,17,0,0,13,1,0,1,4,1,2
6536,7,4,1,9,1,9,3,4,3,6
6537,11,5,5,0,3,5,0,4,0,2
6538,21,2,0,1,3,0,0,6,0,2
6539,9,2,0,10,1,9,0,4,4,4
6540,18,1,0,5,1,11,1,8,2,6
6541,13,4,1,12,1,4,2,8,2,4
6542,13,0,2,10,2,4,4,5,5,4
6543,19,6,5,10,1,5,1,5,1,4
6544,20,5,0,12,1,9,2,5,4,2
6545,9,1,1,16,1,8,2,5,2,2
6546,12,2,0,10,1,0,1,6,4,2
6547,18,1,0,1,1,0,0,8,3,4
6548,17,4,1,1,1,5,1,4,0,2
6549,11,1,0,10,1,10,2,5,2,0
6550,17,4,0,1,1,0,0,11,1,2
6551,10,0,2,0,1,9,0,5,2,2
6552,14,3,1,10,1,0,2,5,2,0
6553,9,1,0,10,1,0,2,4,3,4
6554,15,3,2,10,1,0,2,4,2,6
6555,9,6,0,14,0,5,2,5,2,1
6556,22,2,0,1,1,14,1,4,0,4
6557,15,1,0,0,1,5,0,5,0,2
6558,14,2,0,9,1,0,4,0,0,4
6559,19,5,0,1,0,0,0,8,2,4
6560,20,3,1,10,1,11,1,8,4,2
6561,13,4,0,3,1,7,3,8,1,4
6562,12,4,0,1,1,0,1,4,2,6
6563,17,5,0,0,2,8,4,5,2,4
6564,12,1,5,12,1,3,1,4,2,2
6565,23,6,0,10,1,0,1,2,2,4
6566,19,2,0,10,1,7,0,5,2,6
6567,19,1,1,13,1,12,0,5,2,2
6568,17,0,0,11,1,8,3,4,1,0
6569,15,0,1,15,1,9,2,4,2,4
6570,10,1,0,17,0,8,0,0,2,2
6571,11,0,0,14,1,0,0,4,3,4
6572,15,2,0,3,1,0,0,1,2,6
6573,18,0,1,16,0,14,1,1,2,4
6574,20,0,2,3,0,5,4,8,4,6
6575,13,0,2,10,1,0,4,1,4,2
6576,10,1,0,11,1,5,0,8,3,1
6577,16,2,1,10,2,13,1,4,1,2
6578,7,4,0,13,1,11,1,8,2,6
6579,2,4,0,3,0,5,4,5,2,4
6580,15,5,0,1,1,0,1,5,1,2
6581,14,2,0,10,1,7,0,5,4,1
6582,23,4,3,10,0,8,3,4,1,2
6583,19,1,0,11,1,4,1,4,0,3
6584,17,1,1,0,1,10,1,0,1,4
6585,7,0,0,2,1,7,2,4,3,4
6586,13,2,1,10,1,7,0,5,4,4
6587,9,0,1,0,1,6,2,4,4,3
6588,9,4,1,9,1,8,1,4,1,1
6589,14,5,0,0,0,0,0,2,2,4
6590,15,0,0,1,1,0,1,7,2,4
6591,15,0,0,2,1,7,1,4,1,2
6592,14,5,0,5,0,5,0,4,3,2
6593,18,4,0,10,1,5,0,5,1,6
6594,13,5,1,13,1,8,3,7,3,4
6595,11,6,0,1,1,5,4,5,3,4
6596,12,6,0,9,1,0,4,8,1,2
6597,16,2,0,12,1,0,3,4,2,2
6598,13,2,0,17,1,0,0,5,2,4
6599,19,4,0,9,0,3,1,4,3,2
6600,1,3,0,0,1,14,4,4,1,1
6601,7,4,0,16,1,8,1,5,4,2
6602,22,5,0,4,5,0,4,5,0,4
6603,21,6,0,13,0,9,4,4,0,0
6604,4,0,1,1,0,0,0,5,0,0
6605,14,4,0,13,1,3,0,5,0,6
6606,13,2,0,5,1,0,0,4,1,0
6607,22,5,2,12,0,7,2,8,2,3
6608,13,6,0,10,1,5,0,0,1,2
6609,15,1,0,12,1,4,3,11,1,6
6610,16,1,0,0,1,0,1,0,2,4
6611,18,4,0,14,1,0,2,5,0,0
6612,13,0,0,9,0,5,2,8,3,6
6613,13,4,0,9,1,14,4,4,4,6
6614,22,1,4,16,1,0,3,5,4,4
6615,18,0,0,10,2,10,0,2,0,1
6616,7,0,0,12,1,8,1,5,2,4
6617,16,5,0,9,1,7,1,4,2,4
6618,11,6,0,10,0,5,4,5,4,0
6619,0,6,3,11,1,0,3,11,2,0
6620,16,5,0,7,1,0,1,0,2,6
6621,10,2,0,12,1,10,2,4,3,0
6622,17,0,1,16,1,8,1,5,3,4
6623,18,1,0,10,1,9,0,4,4,2
6624,7,6,0,10,2,0,0,8,0,2
6625,17,6,2,1,2,0,1,11,1,2
6626,15,5,1,0,1,5,4,8,1,0
6627,20,1,0,10,1,5,4,4,2,0
6628,14,1,1,0,2,0,4,8,3,2
6629,12,3,1,12,1,0,0,4,1,2
6630,15,3,1,10,2,3,0,5,2,2
6631,10,3,1,12,1,3,1,5,2,2
6632,15,3,0,12,1,0,0,8,0,4
6633,8,0,0,10,1,0,0,4,0,4
6634,19,6,0,1,1,12,1,7,3,2
6635,21,3,0,4,1,0,1,5,0,2
6636,19,0,0,11,0,11,1,5,4,4
6637,18,4,0,9,0,10,1,5,2,2
6638,18,4,1,0,2,0,0,5,3,2
6639,8,4,0,12,1,7,0,8,2,6
6640,17,5,0,3,1,13,4,4,3,4
6641,20,6,0,10,0,5,1,5,2,1
6642,4,0,0,11,1,8,2,5,3,2
6643,18,2,1,2,1,9,1,6,1,2
6644,21,6,0,10,1,0,1,5,0,2
6645,10,2,0,11,1,0,2,8,2,1
6646,17,0,3,0,2,4,1,5,4,3
6647,15,2,1,3,1,5,0,5,3,1
6648,22,5,0,10,1,14,0,5,2,1
6649,12,1,0,1,1,0,0,8,1,0
6650,11,3,2,11,1,0,4,4,2,0
6651,22,6,2,3,1,7,0,5,2,4
6652,22,3,0,1,1,5,2,10,4,6
6653,18,4,0,0,1,0,1,4,2,2
6654,21,5,4,1,1,9,0,5,2,2
6655,12,3,3,14,1,14,1,1,3,4
6656,19,4,0,10,0,5,0,4,2,2
6657,22,1,0,12,1,3,0,4,3,4
6658,11,1,0,3,0,7,4,4,1,2
6659,12,4,0,3,1,8,4,11,0,4
6660,21,0,2,12,0,8,0,5,3,2
6661,12,3,0,13,1,5,0,5,3,2
6662,18,4,0,11,1,11,0,5,1,1
6663,8,6,1,3,1,9,2,8,1,4
6664,19,1,1,11,1,0,0,4,3,0
6665,21,4,0,1,1,0,0,11,1,4
6666,14,6,0,10,2,0,3,6,1,2
6667,7,6,1,1,1,9,2,8,1,2
6668,14,1,0,1,1,10,1,4,2,4
6669,20,5,0,10,2,0,0,0,2,6
6670,17,1,0,13,1,5,0,5,3,6
6671,12,1,0,1,1,7,1,0,2,2
6672,13,2,4,1,2,5,1,5,2,4
6673,5,3,0,10,1,0,0,0,3,4
6674,8,6,3,12,1,4,1,8,4,2
6675,16,5,0,3,1,9,4,4,1,4
6676,18,2,0,1,1,5,0,2,4,2
6677,17,4,1,12,1,5,1,4,2,6
6678,20,5,0,1,1,8,0,5,3,0
6679,15,5,1,12,1,5,1,4,4,0
6680,22,0,0,3,1,3,4,2,2,1
6681,22,2,0,2,3,14,1,4,1,6
6682,16,5,0,2,1,8,1,5,0,1
6683,7,6,0,7,1,0,1,7,0,1
6684,10,4,0,1,1,4,1,4,2,4
6685,13,1,0,0,1,5,1,4,4,2
6686,11,5,1,5,1,10,0,4,0,1
6687,17,0,1,9,1,0,1,4,2,2
6688,17,6,0,1,1,5,1,5,1,2
6689,18,5,0,16,0,5,1,5,4,2
6690,12,6,0,6,1,5,2,8,3,4
6691,11,1,0,10,1,15,0,0,2,6
6692,23,2,2,9,1,15,3,2,1,2
6693,17,1,0,18,0,5,1,8,2,4
6694,19,4,0,10,2,8,0,5,2,1
6695,8,4,0,18,0,4,1,5,1,4
6696,16,1,0,1,1,0,1,0,3,2
6697,13,2,1,0,1,5,1,5,4,4
6698,18,4,0,10,0,7,0,5,2,4
6699,0,2,0,0,1,0,4,1,3,4
6700,17,6,1,3,1,0,0,8,3,2
6701,9,5,0,12,1,0,0,4,4,0
6702,14,1,0,10,2,0,2,8,2,4
6703,17,4,1,11,0,6,1,4,0,2
6704,10,6,0,10,1,5,1,5,2,2
6705,14,6,1,2,2,0,2,5,4,6
6706,21,3,0,10,1,5,2,4,4,1
6707,8,2,0,4,1,9,4,4,4,4
6708,9,5,0,0,1,7,2,0,3,2
6709,7,6,1,5,1,14,1,4,2,0
6710,22,6,0,12,1,0,4,0,2,6
6711,17,4,0,12,1,5,2,5,1,6
6712,3,2,1,0,0,14,0,0,3,3
6713,16,2,0,13,1,0,3,4,2,2
6714,11,0,1,0,1,7,1,5,4,2
6715,16,2,0,1,1,11,0,0,2,2
6716,7,6,0,5,1,7,1,4,2,2
6717,14,2,1,1,2,0,1,4,4,6
6718,0,4,0,9,1,5,0,0,2,2
6719,15,4,0,3,1,9,2,5,3,0
6720,20,5,0,9,1,5,0,5,3,4
6721,12,2,0,11,1,5,1,4,3,2
6722,16,1,0,11,0,0,1,4,0,1
6723,8,5,0,10,1,0,4,4,2,4
6724,9,3,0,1,1,5,0,4,0,2
6725,14,4,1,0,2,8,0,5,3,2
6726,14,6,1,16,1,14,2,8,1,2
6727,21,4,0,1,1,7,0,4,3,6
6728,8,6,0,1,2,0,0,5,2,2
6729,17,3,1,12,1,5,1,0,0,2
6730,11,0,0,11,1,4,2,5,1,2
6731,7,0,0,12,1,10,0,7,3,4
6732,0,2,0,9,0,0,0,5,3,4
6733,20,4,1,3,1,10,1,4,2,0
6734,14,5,0,0,0,0,1,4,2,0
6735,15,3,0,11,1,5,2,0,0,2
6736,16,5,0,1,1,9,4,4,1,2
6737,11,1,0,13,2,0,0,4,3,2
6738,17,0,0,1,0,7,1,4,2,0
6739,15,1,0,12,1,0,3,4,1,6
6740,15,0,0,12,1,0,2,8,2,6
6741,12,0,2,13,1,0,2,8,2,2
6742,0,2,1,10,1,14,1,4,2,0
6743,8,2,0,9,1,14,0,5,3,2
6744,18,1,1,9,1,8,3,4,2,6
6745,18,2,3,11,1,0,0,8,2,4
6746,10,6,0,10,2,12,1,8,2,4
6747,18,0,0,2,1,0,0,0,2,3
6748,17,1,0,9,1,5,0,5,0,2
6749,15,4,0,16,0,4,0,0,1,4
6750,0,1,0,13,1,0,0,5,3,4
6751,14,6,0,10,1,0,0,4,1,4
6752,11,5,5,10,3,10,3,5,0,4
6753,9,3,0,1,1,14,0,8,3,4
6754,9,0,0,16,1,14,2,5,0,2
6755,17,5,0,10,2,12,0,4,2,2
6756,13,0,1,1,2,5,2,4,2,0
6757,13,2,0,0,0,5,1,5,1,2
6758,20,3,5,9,1,0,2,4,0,3
6759,19,0,0,0,0,0,0,4,2,2
6760,18,2,0,1,1,4,0,8,1,4
6761,16,2,1,1,1,9,2,5,3,2
6762,20,0,0,1,1,14,3,8,0,0
6763,12,5,0,10,1,9,0,5,1,2
6764,17,0,0,10,0,0,1,5,2,2
6765,18,6,0,16,2,5,4,4,2,6
6766,17,0,1,10,1,0,1,4,2,0
6767,8,5,0,10,1,8,4,8,4,2
6768,21,3,3,1,1,8,1,7,3,4
6769,19,2,0,11,0,15,1,4,3,4
6770,19,4,0,10,1,14,1,5,3,2
6771,8,2,0,1,4,7,0,4,2,4
6772,17,2,4,12,1,14,0,4,0,6
6773,19,0,0,9,2,9,2,5,0,4
6774,22,0,0,10,1,0,0,4,2,4
6775,16,1,0,10,1,7,2,8,2,2
6776,4,5,0,3,1,6,1,6,0,2
6777,17,1,0,11,1,4,0,4,4,0
6778,0,1,0,3,1,7,0,5,2,2
6779,15,3,0,9,1,0,1,4,2,0
6780,17,4,0,10,1,5,0,8,4,2
6781,19,5,2,0,1,14,0,4,2,2
6782,10,0,2,3,1,9,4,8,4,6
6783,16,5,0,12,0,3,0,4,0,2
6784,8,1,0,9,1,5,0,4,3,4
6785,8,1,0,1,0,14,0,11,2,4
6786,14,6,0,11,1,4,4,8,1,2
6787,18,1,2,10,2,8,3,3,1,4
6788,17,1,1,16,1,11,1,4,3,4
6789,17,3,0,9,1,14,0,4,3,1
6790,14,5,0,10,1,3,4,4,0,2
6791,13,0,0,9,1,3,0,4,4,1
6792,8,6,0,1,0,0,1,4,1,0
6793,9,4,0,1,1,8,1,5,2,1
6794,16,5,0,1,2,0,1,11,3,4
6795,21,2,1,1,0,0,0,5,4,0
6796,22,2,0,12,1,0,0,5,0,2
6797,20,2,0,9,0,0,3,11,4,6
6798,19,5,0,3,1,7,0,4,3,4
6799,5,6,0,12,1,0,1,5,3,4
6800,7,4,0,13,1,0,0,5,0,4
6801,22,0,1,12,1,7,1,5,2,2
6802,11,0,0,0,2,8,1,5,2,4
6803,8,6,0,1,0,6,0,7,0,2
6804,20,5,0,0,1,5,1,4,2,6
6805,19,4,0,4,1,8,1,4,1,2
6806,15,5,0,0,0,0,1,4,4,4
6807,16,5,0,15,2,5,4,4,2,0
6808,15,2,1,4,1,15,1,0,3,2
6809,8,4,0,1,0,5,1,4,1,2
6810,13,3,0,16,1,8,1,4,3,2
6811,15,3,1,13,2,14,1,8,2,2
6812,1,1,0,3,1,0,4,5,1,4
6813,15,2,3,13,1,8,1,12,2,6
6814,18,1,1,10,1,7,0,11,1,2
6815,15,0,1,0,2,9,0,0,3,0
6816,3,2,1,3,0,11,0,8,2,4
6817,12,2,0,3,2,13,0,0,4,6
6818,15,1,3,10,1,0,2,5,1,4
6819,18,1,0,12,0,7,1,2,2,2
6820,16,5,0,12,2,0,1,5,1,2
6821,21,2,0,10,2,0,0,5,2,6
6822,16,0,1,9,0,0,4,4,3,2
6823,12,4,2,0,2,0,4,7,2,4
6824,9,4,0,13,0,9,0,7,1,2
6825,8,6,0,10,1,0,1,0,0,2
6826,13,4,0,11,1,0,2,0,1,2
6827,11,6,0,9,2,7,1,5,2,2
6828,8,4,1,0,1,3,2,5,2,2
6829,22,0,0,9,1,7,4,5,6,2
6830,13,1,0,10,1,0,0,5,3,2
6831,15,5,0,0,0,13,0,5,3,1
6832,8,1,0,9,1,0,0,5,5,2
6833,1,3,1,1,1,7,1,5,2,4
6834,1,3,1,11,1,14,2,5,2,4
6835,15,0,0,0,0,0,0,4,1,1
6836,15,3,2,3,1,11,0,0,1,2
6837,16,5,2,13,1,14,0,5,4,6
6838,20,2,4,3,2,3,4,8,0,2
6839,20,5,0,12,1,0,4,4,4,2
6840,16,3,0,10,0,0,1,8,1,6
6841,16,5,0,0,2,5,1,5,3,2
6842,8,6,0,12,1,5,1,4,4,0
6843,17,5,0,1,0,5,4,5,2,0
6844,12,2,0,3,0,0,0,4,4,4
6845,15,5,2,16,1,0,0,4,3,6
6846,18,5,0,16,0,0,0,5,1,2
6847,17,4,3,3,2,8,0,4,2,4
6848,4,2,0,10,1,8,0,5,1,2
6849,17,5,0,9,1,8,0,8,4,2
6850,13,3,0,3,1,0,0,5,4,2
6851,18,0,3,0,2,0,1,8,0,2
6852,22,5,0,1,5,11,1,7,3,1
6853,13,3,0,1,0,1,2,6,2,2
6854,7,0,0,1,1,5,0,5,3,4
6855,17,6,1,17,1,7,0,4,2,1
6856,20,2,1,3,1,5,0,5,1,4
6857,16,5,0,12,0,0,4,7,2,4
6858,14,2,0,0,1,14,0,4,3,2
6859,17,5,0,1,1,5,3,4,4,2
6860,11,1,0,0,1,0,0,4,2,2
6861,9,2,0,0,2,4,0,5,1,4
6862,19,5,0,12,1,0,4,4,2,2
6863,19,6,0,14,1,0,4,5,4,6
6864,21,0,1,0,1,0,0,5,4,2
6865,22,0,1,10,1,15,4,8,2,6
6866,5,6,3,11,1,0,3,5,0,4
6867,13,0,0,1,2,5,4,5,1,4
6868,13,3,0,3,0,9,1,4,2,2
6869,8,5,2,1,1,0,1,4,5,4
6870,7,4,2,10,1,5,0,8,1,6
6871,8,0,0,13,0,0,2,4,2,1
6872,7,6,0,1,1,11,1,4,0,2
6873,22,2,0,0,0,4,1,4,3,2
6874,19,3,0,4,1,14,1,8,4,2
6875,16,1,0,7,1,8,2,8,1,1
6876,17,1,0,1,1,5,0,4,0,0
6877,17,4,0,1,0,5,1,4,2,1
6878,17,0,0,11,0,7,1,5,4,1
6879,5,0,0,10,1,7,0,4,2,1
6880,18,5,0,11,1,4,3,5,1,2
6881,20,0,1,3,1,0,2,8,2,6
6882,9,0,0,3,1,8,4,2,2,4
6883,15,1,1,13,3,0,2,4,2,2
6884,7,6,0,1,1,0,0,5,0,1
6885,6,2,0,10,1,10,1,5,2,2
6886,9,6,0,3,1,8,0,5,0,2
6887,20,0,1,0,1,13,4,4,0,2
6888,15,5,3,12,1,14,0,4,2,4
6889,20,5,0,12,2,9,1,5,2,2
6890,17,5,1,14,1,0,1,0,3,2
6891,18,4,0,10,1,8,1,1,0,4
6892,17,6,1,1,1,4,0,8,1,4
6893,16,2,0,3,0,7,0,4,1,5
6894,14,6,0,10,2,0,1,3,2,6
6895,8,6,0,5,1,5,4,5,2,4
6896,13,4,0,10,1,5,2,6,3,4
6897,12,0,1,12,2,5,2,4,3,4
6898,14,2,0,10,1,4,3,0,2,2
6899,18,6,0,3,1,0,1,8,2,2
6900,15,1,0,0,2,0,2,4,2,4
6901,8,5,0,3,1,9,0,5,1,2
6902,13,2,0,12,0,0,0,5,2,2
6903,20,3,1,13,1,7,2,0,2,2
6904,13,6,0,1,1,8,1,8,0,2
6905,1,2,0,9,1,0,1,5,4,6
6906,18,4,0,1,3,0,1,2,1,2
6907,21,5,1,3,1,0,0,4,3,4
6908,17,0,0,0,1,9,1,2,3,4
6909,18,6,0,0,2,5,1,0,0,2
6910,8,4,0,1,1,10,0,4,1,4
6911,17,3,2,10,1,0,2,4,0,2
6912,20,5,0,4,1,8,0,4,1,2
6913,18,5,0,1,1,14,0,8,1,2
6914,20,4,1,11,1,7,0,4,4,4
6915,12,2,0,8,1,4,0,0,1,2
6916,18,5,0,10,1,4,0,0,2,2
6917,14,1,0,9,1,15,1,4,2,2
6918,17,1,0,1,3,3,0,0,2,4
6919,15,6,0,3,1,7,0,5,2,2
6920,7,4,0,2,1,0,2,4,2,2
6921,21,4,2,3,2,5,0,5,3,2
6922,17,0,0,12,1,0,0,2,1,1
6923,12,3,2,12,1,8,2,5,4,0
6924,18,6,0,9,2,8,2,1,1,2
6925,8,6,0,6,1,14,4,4,2,2
6926,18,2,0,13,1,0,0,9,4,4
6927,7,4,3,16,1,7,0,5,4,2
6928,17,4,1,10,3,0,1,5,0,4
6929,19,1,2,4,2,9,4,4,3,1
6930,23,6,0,10,1,6,1,8,3,4
6931,17,4,1,10,3,14,0,8,1,4
6932,5,0,0,10,0,10,1,5,0,6
6933,15,3,1,8,2,8,0,5,0,2
6934,8,6,0,8,1,5,1,5,3,4
6935,2,4,0,16,0,0,4,4,0,4
6936,18,3,4,12,1,12,1,9,0,4
6937,20,2,0,10,0,0,4,0,3,2
6938,21,4,1,0,3,0,0,5,1,1
6939,8,6,0,15,1,10,0,4,0,2
6940,7,4,1,9,1,5,3,5,2,4
6941,11,3,0,9,0,0,1,5,4,2
6942,9,0,0,4,2,14,0,8,0,6
6943,23,5,2,11,2,16,0,8,1,6
6944,17,6,0,3,1,9,2,5,2,1
6945,12,1,2,0,2,5,0,4,3,6
6946,18,6,2,9,1,9,1,5,1,0
6947,22,1,1,11,1,5,4,8,1,2
6948,18,4,0,3,0,0,4,5,2,4
6949,22,5,0,18,1,8,1,4,2,2
